Sample Weight (mg):	2
Heating Rate (C/s):	0.5
Combustor Temp (C):	900
N2 Flow Rate (cc/min):	80
O2 Flow Rate (cc/min):	20
Time (s)	Temperature (C)	N2 flow rate (cc/min)	O2 flow rate (cc/min)	Flow Rate (cc/min)	Oxygen (%)	HRR (W/g)	Heating rate (C/s)
145.500	122.506	80.001	20.009	100.398	20.054	18.923	0.593
146.000	122.748	80.000	20.009	100.399	20.054	18.923	0.576
146.500	123.036	80.001	20.009	100.403	20.053	18.956	0.543
147.000	123.352	80.001	20.009	100.410	20.052	19.095	0.567
147.500	123.645	80.000	20.009	100.415	20.052	19.122	0.606
148.000	123.916	80.001	20.009	100.409	20.054	18.931	0.586
148.500	124.205	80.001	20.009	100.402	20.055	18.753	0.562
149.000	124.495	80.001	20.009	100.395	20.055	18.642	0.569
149.500	124.794	80.001	20.009	100.396	20.055	18.694	0.584
150.000	125.053	80.000	20.009	100.399	20.057	18.342	0.573
150.500	125.324	80.000	20.009	100.406	20.058	18.210	0.544
151.000	125.677	80.001	20.009	100.406	20.057	18.326	0.577
151.500	125.947	80.000	20.009	100.404	20.058	18.241	0.624
152.000	126.202	80.000	20.009	100.396	20.057	18.311	0.574
152.500	126.509	80.001	20.009	100.388	20.057	18.410	0.543
153.000	126.819	80.000	20.009	100.379	20.058	18.279	0.589
153.500	127.104	80.001	20.009	100.378	20.059	18.145	0.606
154.000	127.411	80.001	20.008	100.377	20.057	18.429	0.593
154.500	127.657	79.999	20.009	100.376	20.056	18.612	0.573
155.000	127.976	80.001	20.009	100.376	20.055	18.678	0.559
155.500	128.277	80.000	20.009	100.376	20.055	18.735	0.592
156.000	128.551	80.001	20.009	100.377	20.055	18.768	0.598
156.500	128.797	80.001	20.009	100.377	20.055	18.632	0.548
157.000	129.133	80.000	20.009	100.378	20.056	18.585	0.551
157.500	129.422	80.001	20.009	100.379	20.055	18.690	0.603
158.000	129.693	80.001	20.009	100.378	20.056	18.536	0.592
158.500	130.014	80.000	20.009	100.372	20.056	18.520	0.576
159.000	130.274	80.001	20.009	100.368	20.056	18.507	0.587
159.500	130.582	79.999	20.008	100.368	20.056	18.510	0.574
160.000	130.839	80.001	20.009	100.369	20.058	18.209	0.566
160.500	131.130	79.999	20.008	100.372	20.057	18.403	0.556
161.000	131.438	80.001	20.008	100.378	20.055	18.631	0.573
161.500	131.753	80.000	20.009	100.380	20.058	18.288	0.611
162.000	132.076	80.001	20.009	100.373	20.057	18.349	0.631
162.500	132.353	80.000	20.009	100.364	20.056	18.468	0.619
163.000	132.688	80.000	20.009	100.360	20.059	18.047	0.606
163.500	132.964	80.001	20.008	100.360	20.059	18.013	0.611
164.000	133.263	80.001	20.009	100.361	20.058	18.237	0.593
164.500	133.563	80.000	20.008	100.368	20.058	18.204	0.587
165.000	133.898	80.000	20.009	100.372	20.059	18.023	0.618
165.500	134.224	80.001	20.009	100.367	20.059	18.077	0.648
166.000	134.488	80.000	20.009	100.358	20.061	17.694	0.625
166.500	134.760	80.001	20.009	100.351	20.059	18.094	0.563
167.000	135.060	80.000	20.008	100.347	20.058	18.199	0.554
167.500	135.386	80.000	20.009	100.350	20.057	18.323	0.599
168.000	135.692	80.000	20.009	100.352	20.058	18.269	0.629
168.500	135.980	80.001	20.009	100.355	20.060	17.972	0.613
169.000	136.258	80.000	20.009	100.355	20.060	17.972	0.580
169.500	136.533	79.999	20.009	100.353	20.057	18.433	0.560
170.001	136.873	80.000	20.008	100.347	20.062	17.645	0.585
170.500	137.114	80.001	20.008	100.347	20.061	17.692	0.598
171.000	137.409	79.999	20.008	100.351	20.062	17.555	0.558
171.500	137.727	80.001	20.009	100.357	20.062	17.670	0.575
172.000	138.007	80.001	20.008	100.356	20.063	17.470	0.606
172.500	138.334	80.000	20.009	100.355	20.062	17.639	0.602
173.000	138.611	80.000	20.008	100.353	20.063	17.500	0.605
173.500	138.911	80.001	20.009	100.347	20.062	17.658	0.590
174.000	139.225	79.999	20.008	100.349	20.065	17.158	0.595
174.500	139.503	80.001	20.008	100.355	20.066	16.985	0.603
175.000	139.804	80.000	20.008	100.358	20.064	17.344	0.586
175.500	140.119	80.002	20.008	100.358	20.067	16.784	0.598
176.000	140.402	80.000	20.009	100.357	20.065	17.152	0.607
176.500	140.722	80.001	20.009	100.350	20.064	17.348	0.601
177.000	140.965	80.000	20.008	100.343	20.066	17.021	0.583
177.500	141.284	80.000	20.009	100.343	20.067	16.740	0.562
178.000	141.560	80.000	20.008	100.351	20.067	16.733	0.579
178.500	141.894	80.001	20.009	100.358	20.068	16.718	0.602
179.000	142.168	79.999	20.009	100.359	20.066	17.028	0.609
179.500	142.469	80.000	20.008	100.359	20.066	16.972	0.592
180.000	142.771	80.001	20.009	100.355	20.068	16.662	0.589
180.500	143.060	80.000	20.008	100.346	20.066	16.974	0.597
181.000	143.384	80.000	20.009	100.339	20.067	16.867	0.602
181.500	143.684	80.001	20.009	100.342	20.069	16.529	0.618
182.000	144.001	80.000	20.009	100.344	20.071	16.187	0.620
182.500	144.272	80.000	20.008	100.348	20.068	16.603	0.602
183.000	144.612	80.000	20.008	100.349	20.070	16.322	0.599
183.500	144.830	80.000	20.009	100.348	20.070	16.333	0.585
184.000	145.161	80.001	20.009	100.341	20.071	16.147	0.553
184.500	145.469	80.000	20.008	100.337	20.069	16.449	0.594
185.000	145.756	80.000	20.008	100.332	20.071	16.201	0.617
185.500	146.057	80.000	20.009	100.332	20.074	15.712	0.592
186.000	146.351	79.999	20.008	100.331	20.073	15.881	0.592
186.500	146.652	80.000	20.009	100.328	20.071	16.145	0.595
187.000	146.972	79.999	20.009	100.321	20.071	16.137	0.608
187.501	147.205	80.002	20.009	100.314	20.073	15.928	0.587
188.000	147.566	80.000	20.009	100.305	20.072	16.022	0.574
188.500	147.815	80.000	20.009	100.301	20.072	16.048	0.602
189.000	148.092	80.000	20.008	100.306	20.070	16.393	0.568
189.500	148.434	80.000	20.008	100.312	20.070	16.416	0.572
190.000	148.705	80.000	20.009	100.314	20.070	16.406	0.616
190.500	148.991	80.000	20.008	100.315	20.069	16.512	0.585
191.000	149.340	80.000	20.009	100.312	20.069	16.474	0.596
191.500	149.619	80.000	20.009	100.305	20.068	16.635	0.631
192.000	149.909	80.000	20.008	100.299	20.069	16.534	0.599
192.500	150.186	80.000	20.009	100.300	20.070	16.334	0.568
193.000	150.509	80.002	20.008	100.306	20.067	16.864	0.584
193.500	150.797	80.000	20.008	100.308	20.068	16.620	0.605
194.000	151.086	79.999	20.009	100.306	20.069	16.570	0.594
194.500	151.401	80.000	20.009	100.299	20.067	16.795	0.591
195.000	151.658	80.001	20.009	100.291	20.068	16.716	0.588
195.500	151.992	80.001	20.009	100.285	20.070	16.265	0.581
196.000	152.293	80.001	20.009	100.283	20.071	16.143	0.613
196.500	152.531	79.999	20.008	100.293	20.069	16.514	0.587
197.000	152.842	80.001	20.008	100.307	20.068	16.672	0.544
197.500	153.157	80.000	20.008	100.317	20.067	16.734	0.587
198.000	153.473	79.999	20.011	100.316	20.067	16.849	0.628
198.500	153.717	80.001	20.004	100.339	20.066	16.979	0.596
199.000	154.010	80.002	20.013	100.317	20.067	16.858	0.549
199.500	154.276	80.001	20.009	100.274	20.068	16.730	0.548
200.000	154.557	80.001	20.008	100.249	20.070	16.396	0.553
200.500	154.886	80.002	20.004	100.240	20.069	16.561	0.579
201.000	155.172	80.000	20.013	100.169	20.072	16.055	0.613
201.500	155.439	80.000	20.009	100.184	20.071	16.207	0.584
202.000	155.740	80.000	20.006	100.255	20.073	15.925	0.560
202.500	156.025	80.001	20.008	100.316	20.071	16.107	0.576
203.000	156.351	80.001	20.009	100.354	20.074	15.726	0.598
203.500	156.618	79.999	20.008	100.418	20.075	15.510	0.602
204.000	156.918	80.001	20.008	100.428	20.075	15.623	0.580
